Player,Hands,Result,RakePaid,FlatRB,winrate,Rbwinrate,Rbeffect,Reg,PlayerType,RBReg,RB_PlayerType
Player 491,729,-474,85.54,17.108,-65.02057613,-62.67379973,0.036092827,0,0,0,1
Player 492,728,-203.02,39.52,7.904,-27.88736264,-26.80164835,0.038932125,0,0,0,1
Player 493,725,-30.8,92.45,18.49,-4.248275862,-1.697931034,0.600324675,0,0,0,1
Player 494,724,-555.11,54.67,10.934,-76.67265193,-75.16243094,0.019696997,0,0,0,1
Player 495,722,-113.33,156.3,31.26,-15.6966759,-11.36703601,0.275831642,0,0,0,1
Player 496,720,148.92,38.15,7.63,20.68333333,21.74305556,0.051235563,1,1,1,1
Player 497,719,249.99,105.18,21.036,34.76912378,37.69485396,0.084147366,1,1,1,1
Player 498,717,248.85,128.56,25.712,34.70711297,38.29316597,0.103323287,1,1,1,1
Player 499,714,672.86,114.19,22.838,94.23809524,97.43669468,0.033941682,1,1,1,1
Player 500,713,-27.88,74.17,14.834,-3.910238429,-1.82973352,0.532065997,0,0,0,1
Player 501,711,-677.8,107.89,21.578,-95.33052039,-92.29563994,0.03183535,0,0,0,1
Player 502,709,-110.51,100.62,20.124,-15.58674189,-12.748378,0.182101167,0,0,0,1
Player 503,708,-165.99,59.49,11.898,-23.44491525,-21.76440678,0.071679017,0,0,0,1
Player 504,707,-81.27,58.25,11.65,-11.4950495,-9.847241867,0.143349329,0,0,0,1
Player 505,705,32.4,65.2,13.04,4.595744681,6.445390071,0.402469136,1,1,1,1
Player 506,704,200.7,86.05,17.21,28.50852273,30.953125,0.085749875,1,1,1,1
Player 507,702,-10.48,97.81,19.562,-1.492877493,1.293732194,1.866603054,0,1,1,1
Player 508,700,281.66,72.28,14.456,40.23714286,42.30228571,0.051324292,1,1,1,1
Player 509,699,-504.15,77.51,15.502,-72.12446352,-69.90672389,0.030748785,0,0,0,1
Player 510,695,-223.34,140.87,28.174,-32.1352518,-28.08143885,0.126148473,0,0,0,1
Player 511,694,-106.53,41.65,8.33,-15.35014409,-14.14985591,0.078193936,0,0,0,1
Player 512,693,-113.35,40.09,8.018,-16.35642136,-15.1994228,0.070736657,0,0,0,1
Player 513,691,117.23,77.13,15.426,16.96526773,19.19768452,0.131587478,1,1,1,1
Player 514,690,-167.72,41.47,8.294,-24.30724638,-23.10521739,0.049451467,0,0,0,1
Player 515,689,-324.29,51.62,10.324,-47.06676343,-45.56835994,0.031835703,0,0,0,1
Player 516,686,-52.17,70.82,14.164,-7.604956268,-5.540233236,0.271497029,0,0,0,1
Player 517,685,-672.45,130.9,26.18,-98.16788321,-94.3459854,0.038932263,0,0,0,1
Player 518,683,-27.43,197.46,39.492,-4.016105417,1.766032211,1.439737514,0,1,1,1
Player 519,681,-546.19,33.8,6.76,-80.2041116,-79.21145374,0.012376646,0,0,0,1
Player 520,680,-193.67,72.38,14.476,-28.48088235,-26.35205882,0.074745701,0,0,0,1
Player 521,678,-216.47,165.31,33.062,-31.92772861,-27.05132743,0.15273248,0,0,0,1
Player 522,675,-18.16,49.46,9.892,-2.69037037,-1.224888889,0.544713656,0,0,0,1
Player 523,674,-342.41,62.65,12.53,-50.80267062,-48.94362018,0.036593557,0,0,0,1
Player 524,672,-309.03,58.27,11.654,-45.98660714,-44.25238095,0.037711549,0,0,0,1
Player 525,670,-97.17,79.63,15.926,-14.50298507,-12.12597015,0.163898322,0,0,0,1
Player 526,668,-582.91,62.61,12.522,-87.26197605,-85.38742515,0.021481875,0,0,0,1
Player 527,666,-350.16,44.17,8.834,-52.57657658,-51.25015015,0.025228467,0,0,0,1
Player 528,665,-261.78,35.8,7.16,-39.36541353,-38.2887218,0.027351211,0,0,0,1
Player 529,663,118.77,93.5,18.7,17.91402715,20.73453997,0.157447167,1,1,1,1
Player 530,661,-773.68,82.28,16.456,-117.0468986,-114.5573374,0.021269775,0,0,0,1
Player 531,660,-200.74,84.47,16.894,-30.41515152,-27.85545455,0.084158613,0,0,0,1
Player 532,659,-107.66,131.5,26.3,-16.33687405,-12.34597876,0.244287572,0,0,0,1
Player 533,657,-823.26,163.84,32.768,-125.3059361,-120.318417,0.039802736,0,0,0,1
Player 534,654,-119.53,60.74,12.148,-18.27675841,-16.41926606,0.101631389,0,0,0,1
Player 535,653,30.05,61.06,12.212,4.601837672,6.471975498,0.406389351,1,1,1,1
Player 536,651,-278.61,65.07,13.014,-42.79723502,-40.79815668,0.046710455,0,0,0,1
Player 537,649,232.06,44.65,8.93,35.75654854,37.13251156,0.038481427,1,1,1,1
Player 538,647,-484.49,101.21,20.242,-74.88253478,-71.75394127,0.041780016,0,0,0,1
Player 539,646,-223.01,57.81,11.562,-34.52167183,-32.73188854,0.051845209,0,0,0,1
Player 540,644,578.76,86.85,17.37,89.86956522,92.56677019,0.03001244,1,1,1,1
Player 541,642,-52.35,45.58,9.116,-8.154205607,-6.734267913,0.174135626,0,0,0,1
Player 542,641,-289.18,54.04,10.808,-45.11388456,-43.42776911,0.037374646,0,0,0,1
Player 543,639,3.73,65.06,13.012,0.58372457,2.620031299,3.488471847,1,1,1,1
Player 544,638,-109.03,76.84,15.368,-17.08934169,-14.68056426,0.140952032,0,0,0,1
Player 545,636,-4.98,32.89,6.578,-0.783018868,0.251257862,1.320883535,0,1,1,1
Player 546,634,-214.52,131.1,26.22,-33.83596215,-29.70031546,0.122226366,0,0,0,1
Player 547,633,-390.7,59.21,11.842,-61.72195893,-59.85118483,0.030309701,0,0,0,1
Player 548,631,-240.16,42.72,8.544,-38.06022187,-36.70618067,0.035576282,0,0,0,1
Player 549,630,-113.76,66.48,13.296,-18.05714286,-15.94666667,0.116877637,0,0,0,1
Player 550,629,-816.8,86.13,17.226,-129.8569157,-127.118283,0.021089618,0,0,0,1
Player 551,628,-278.83,63.7,12.74,-44.39968153,-42.37101911,0.045690923,0,0,0,1
Player 552,626,1.45,35.29,7.058,0.231629393,1.359105431,4.867586205,1,1,1,1
Player 553,625,-136.4,41.36,8.272,-21.824,-20.50048,0.060645161,0,0,0,1
Player 554,624,-294.98,47.7,9.54,-47.2724359,-45.74358974,0.032341176,0,0,0,1
Player 555,622,-134.23,62.6,12.52,-21.58038585,-19.56752412,0.093272741,0,0,0,1
Player 556,621,80.32,62.5,12.5,12.93397746,14.9468599,0.155627489,1,1,1,1
Player 557,620,-35.11,56.36,11.272,-5.662903226,-3.84483871,0.321048134,0,0,0,1
Player 558,619,-233.4,42.73,8.546,-37.70597738,-36.32536349,0.036615253,0,0,0,1
Player 559,617,-92.43,45.44,9.088,-14.98055105,-13.5076175,0.098323055,0,0,0,1
Player 560,616,-128.04,26.02,5.204,-20.78571429,-19.94090909,0.040643549,0,0,0,1
Player 561,615,616.57,153.7,30.74,100.2552846,105.2536585,0.049856463,1,1,1,1
Player 562,613,20.03,47.99,9.598,3.267536705,4.833278956,0.479181228,1,1,1,1
Player 563,611,-40.53,49.75,9.95,-6.633387889,-5.004909984,0.245497163,0,0,0,1
Player 564,611,-32.48,59.15,11.83,-5.315875614,-3.379705401,0.364224138,0,0,0,1
Player 565,609,-461.8,37.99,7.598,-75.82922824,-74.5816092,0.01645301,0,0,0,1
Player 566,608,-666.35,69.54,13.908,-109.5970395,-107.3095395,0.020871914,0,0,0,1
Player 567,607,-53.39,52.82,10.564,-8.795716639,-7.055354201,0.197864769,0,0,0,1
Player 568,606,37.76,52.91,10.582,6.231023102,7.977227723,0.280243644,1,1,1,1
Player 569,604,432.45,90.22,18.044,71.59768212,74.58509934,0.041725055,1,1,1,1
Player 570,602,-74.17,51.66,10.332,-12.32059801,-10.60431894,0.139301604,0,0,0,1
Player 571,601,-385.53,58.28,11.656,-64.14808652,-62.20865225,0.030233704,0,0,0,1
Player 572,600,-451.5,101.3,20.26,-75.25,-71.87333333,0.044872647,0,0,0,1
Player 573,599,-606.52,130.8,26.16,-101.2554257,-96.88814691,0.043131306,0,0,0,1
Player 574,598,-41.71,29.65,5.93,-6.974916388,-5.983277592,0.142172141,0,0,0,1
Player 575,596,159.93,132.77,26.554,26.83389262,31.28926174,0.16603514,1,1,1,1
Player 576,595,-34.58,90.98,18.196,-5.811764706,-2.753613445,0.526200116,0,0,0,1
Player 577,594,-70.77,104.42,20.884,-11.91414141,-8.398316498,0.295096792,0,0,0,1
Player 578,592,-494.13,79,15.8,-83.46790541,-80.79898649,0.031975391,0,0,0,1
Player 579,591,91.55,86.64,17.328,15.49069374,18.42267343,0.189273621,1,1,1,1
Player 580,590,-219.36,33.17,6.634,-37.17966102,-36.05525424,0.030242524,0,0,0,1
Player 581,589,-229.21,58.87,11.774,-38.91511036,-36.91612903,0.051367742,0,0,0,1
Player 582,588,145.64,56.24,11.248,24.76870748,26.68163265,0.07723153,1,1,1,1
Player 583,587,-26.59,27.39,5.478,-4.529812606,-3.596592845,0.2060173,0,0,0,1
Player 584,586,-81.96,103.98,20.796,-13.98634812,-10.43754266,0.253733529,0,0,0,1
Player 585,585,-51.01,105.18,21.036,-8.71965812,-5.123760684,0.412389728,0,0,0,1
Player 586,584,-411.11,35.78,7.156,-70.39554795,-69.17020548,0.017406534,0,0,0,1
Player 587,583,-459.65,62.66,12.532,-78.84219554,-76.69262436,0.027264223,0,0,0,1
Player 588,582,-666.01,50.6,10.12,-114.4347079,-112.6958763,0.015194967,0,0,0,1
Player 589,581,-226.87,35.71,7.142,-39.04819277,-37.81893287,0.031480584,0,0,0,1
Player 590,580,-139.99,41.67,8.334,-24.1362069,-22.69931034,0.059532824,0,0,0,1
Player 591,579,-179.86,68.32,13.664,-31.06390328,-28.70397237,0.075970199,0,0,0,1
Player 592,578,-11.2,76.71,15.342,-1.937716263,0.716608997,1.369821429,0,1,1,1
Player 593,576,215.11,55.96,11.192,37.34548611,39.28854167,0.052029194,1,1,1,1
Player 594,574,-77.29,33.9,6.78,-13.46515679,-12.28397213,0.087721567,0,0,0,1
Player 595,573,-383.91,24.62,4.924,-67,-66.14066318,0.012825923,0,0,0,1
Player 596,572,156.41,59.13,11.826,27.34440559,29.41188811,0.075608977,1,1,1,1
Player 597,570,-275.28,49,9.8,-48.29473684,-46.5754386,0.035600116,0,0,0,1
Player 598,568,-401.64,53.79,10.758,-70.71126761,-68.81725352,0.026785181,0,0,0,1
Player 599,567,-170.57,27.43,5.486,-30.08289242,-29.11534392,0.032162748,0,0,0,1
Player 600,566,-132.49,39.33,7.866,-23.40812721,-22.01837456,0.059370519,0,0,0,1
Player 601,565,-319.64,45.78,9.156,-56.57345133,-54.95292035,0.028644725,0,0,0,1
Player 602,563,338.62,142.1,28.42,60.14564831,65.19360568,0.083928888,1,1,1,1
Player 603,562,260.51,56.75,11.35,46.35409253,48.37366548,0.043568385,1,1,1,1
Player 604,561,-714.43,172.79,34.558,-127.3493761,-121.1893048,0.048371429,0,0,0,1
Player 605,560,-318.67,72.65,14.53,-56.90535714,-54.31071429,0.045595757,0,0,0,1
Player 606,559,-203.85,100.46,20.092,-36.46690519,-32.8726297,0.098562669,0,0,0,1
Player 607,557,74.23,95.89,19.178,13.32675045,16.76983842,0.258359154,1,1,1,1
Player 608,556,-46.41,26.33,5.266,-8.347122302,-7.4,0.113466925,0,0,0,1
Player 609,555,-93.3,77.02,15.404,-16.81081081,-14.03531532,0.165101822,0,0,0,1
Player 610,554,-61.8,43.28,8.656,-11.15523466,-9.592779783,0.140064725,0,0,0,1
Player 611,553,-567.28,66,13.2,-102.5822785,-100.1952984,0.023268932,0,0,0,1
Player 612,551,149.06,71.32,14.264,27.05263158,29.64137931,0.095693009,1,1,1,1
Player 613,550,-103.53,30.59,6.118,-18.82363636,-17.71127273,0.059093982,0,0,0,1
Player 614,549,-474.77,70.47,14.094,-86.47905282,-83.91183971,0.029685953,0,0,0,1
Player 615,547,-486.96,42.55,8.51,-89.023766,-87.46800731,0.017475768,0,0,0,1
Player 616,546,-420.9,50.18,10.036,-77.08791209,-75.24981685,0.023844144,0,0,0,1
Player 617,544,-809.03,104.7,20.94,-148.71875,-144.8694853,0.025882847,0,0,0,1
Player 618,544,-306.47,74.18,14.836,-56.33639706,-53.60919118,0.048409306,0,0,0,1
Player 619,542,114.03,21.44,4.288,21.03874539,21.8298893,0.037604139,1,1,1,1
Player 620,541,84.16,60.36,12.072,15.55637708,17.78780037,0.143441065,1,1,1,1
Player 621,540,-226.54,80.56,16.112,-41.95185185,-38.96814815,0.071122098,0,0,0,1
Player 622,540,-52.5,40.06,8.012,-9.722222222,-8.238518519,0.152609524,0,0,0,1
Player 623,539,-152.95,36.88,7.376,-28.37662338,-27.00816327,0.04822491,0,0,0,1
Player 624,538,-48.29,146.33,29.266,-8.975836431,-3.53605948,0.606046801,0,0,0,1
Player 625,537,-236.5,82.73,16.546,-44.04096834,-40.95977654,0.069961945,0,0,0,1
Player 626,536,-617.95,59.84,11.968,-115.2891791,-113.0563433,0.019367263,0,0,0,1
Player 627,535,-241.15,42.42,8.484,-45.07476636,-43.48897196,0.035181423,0,0,0,1
Player 628,534,-615.27,49.5,9.9,-115.2191011,-113.3651685,0.016090497,0,0,0,1
Player 629,533,-52.03,25.47,5.094,-9.761726079,-8.806003752,0.097905055,0,0,0,1
Player 630,532,-206.64,50.19,10.038,-38.84210526,-36.95526316,0.048577236,0,0,0,1
Player 631,531,-319.08,50.5,10.1,-60.09039548,-58.18832392,0.031653504,0,0,0,1
Player 632,530,-435.31,129.11,25.822,-82.13396226,-77.26188679,0.059318646,0,0,0,1
Player 633,530,-363.21,62.83,12.566,-68.53018868,-66.15924528,0.034597065,0,0,0,1
Player 634,529,-33.67,60.85,12.17,-6.364839319,-4.064272212,0.361449361,0,0,0,1
Player 635,528,84.45,53.08,10.616,15.99431818,18.00492424,0.125707519,1,1,1,1
Player 636,527,-272.18,60.78,12.156,-51.64705882,-49.34041746,0.044661621,0,0,0,1
Player 637,526,-182.68,34.61,6.922,-34.73003802,-33.41406844,0.037891395,0,0,0,1
Player 638,525,-132.05,51.81,10.362,-25.15238095,-23.17866667,0.078470276,0,0,0,1
Player 639,524,-130.33,53.06,10.612,-24.8721374,-22.84694656,0.081424077,0,0,0,1
Player 640,523,-234.65,43.28,8.656,-44.86615679,-43.21108987,0.036888984,0,0,0,1
Player 641,521,333.64,35.25,7.05,64.03838772,65.3915547,0.02113056,1,1,1,1
Player 642,520,35.59,37.62,7.524,6.844230769,8.291153846,0.211407699,1,1,1,1
Player 643,519,-306.1,66.66,13.332,-58.97880539,-56.41001927,0.043554394,0,0,0,1
Player 644,518,-435.61,54.6,10.92,-84.09459459,-81.98648649,0.025068295,0,0,0,1
Player 645,517,75.88,25.86,5.172,14.67698259,15.67736944,0.068160253,1,1,1,1
Player 646,516,-63.73,72.03,14.406,-12.35077519,-9.558914729,0.226047387,0,0,0,1
Player 647,516,154.35,34.62,6.924,29.9127907,31.25465116,0.044859086,1,1,1,1
Player 648,514,162.1,90.33,18.066,31.53696498,35.05175097,0.111449722,1,1,1,1
Player 649,514,242.47,61.09,12.218,47.17315175,49.55019455,0.050389739,1,1,1,1
Player 650,513,-293.66,104.42,20.884,-57.24366472,-53.17270955,0.071116257,0,0,0,1
Player 651,513,-162.43,54.29,10.858,-31.66276803,-29.54619883,0.066847257,0,0,0,1
Player 652,512,-9.78,44.69,8.938,-1.91015625,-0.164453125,0.91390593,0,0,0,1
Player 653,512,49.96,35.33,7.066,9.7578125,11.13789063,0.141433147,1,1,1,1
Player 654,511,-80.8,84.09,16.818,-15.81213307,-12.52093933,0.208143565,0,0,0,1
Player 655,510,-298.83,79.86,15.972,-58.59411765,-55.46235294,0.053448449,0,0,0,1
Player 656,509,-352.01,32.14,6.428,-69.15717092,-67.89430255,0.018260845,0,0,0,1
Player 657,508,161.7,31.43,6.286,31.83070866,33.06811024,0.038874459,1,1,1,1
Player 658,507,99.52,18.48,3.696,19.62919132,20.3581854,0.037138264,1,1,1,1
Player 659,507,-252.45,62.33,12.466,-49.79289941,-47.33412229,0.049380075,0,0,0,1
Player 660,506,-112.73,73.06,14.612,-22.27865613,-19.39090909,0.129619445,0,0,0,1
Player 661,505,-200.05,42.71,8.542,-39.61386139,-37.92237624,0.042699325,0,0,0,1
Player 662,504,-161.64,42.16,8.432,-32.07142857,-30.3984127,0.052165306,0,0,0,1
Player 663,503,-281.47,34.73,6.946,-55.9582505,-54.57733598,0.024677586,0,0,0,1
Player 664,502,-78.27,83.27,16.654,-15.59163347,-12.27410359,0.212776287,0,0,0,1
Player 665,502,-128.94,25.95,5.19,-25.68525896,-24.65139442,0.04025128,0,0,0,1
Player 666,500,20.11,58.59,11.718,4.022,6.3656,0.582695177,1,1,1,1
Player 667,500,-144.72,32,6.4,-28.944,-27.664,0.044223328,0,0,0,1
Player 668,499,-13.89,40.83,8.166,-2.783567134,-1.147094188,0.587904968,0,0,0,1
Player 669,498,-536.01,57.82,11.564,-107.6325301,-105.3104418,0.021574224,0,0,0,1
Player 670,497,68.89,70.21,14.042,13.861167,16.68651911,0.203832196,1,1,1,1
Player 671,496,131.79,64.57,12.914,26.57056452,29.17419355,0.097989225,1,1,1,1
Player 672,495,32.89,68.17,13.634,6.644444444,9.398787879,0.414533293,1,1,1,1
Player 673,494,-315.07,44.13,8.826,-63.77935223,-61.99271255,0.028012823,0,0,0,1
Player 674,493,183.44,56.22,11.244,37.20892495,39.48965517,0.061295246,1,1,1,1
Player 675,492,-280.43,52.34,10.468,-56.99796748,-54.8703252,0.037328389,0,0,0,1
Player 676,492,-324.48,77.05,15.41,-65.95121951,-62.81910569,0.047491371,0,0,0,1
Player 677,491,42.87,45.55,9.11,8.731160896,10.58655804,0.212502915,1,1,1,1
Player 678,490,-163.08,45.15,9.03,-33.28163265,-31.43877551,0.055371597,0,0,0,1
Player 679,488,-221.94,37.01,7.402,-45.4795082,-43.96270492,0.033351356,0,0,0,1
Player 680,486,59.65,61.84,12.368,12.27366255,14.81851852,0.207342833,1,1,1,1
Player 681,485,-273.08,23.05,4.61,-56.30515464,-55.35463918,0.0168815,0,0,0,1
Player 682,485,-129.31,55.85,11.17,-26.66185567,-24.35876289,0.086381564,0,0,0,1
Player 683,483,-208.66,36.19,7.238,-43.20082816,-41.70227743,0.034688009,0,0,0,1
Player 684,483,-319.4,55.94,11.188,-66.12836439,-63.81200828,0.035028178,0,0,0,1
Player 685,482,93.52,42.87,8.574,19.40248963,21.1813278,0.091680924,1,1,1,1
Player 686,481,-69.83,61.95,12.39,-14.51767152,-11.94178794,0.177430904,0,0,0,1
Player 687,481,-159.64,44.33,8.866,-33.18918919,-31.34594595,0.055537459,0,0,0,1
Player 688,480,-246.29,23.14,4.628,-51.31041667,-50.34625,0.018790856,0,0,0,1
Player 689,479,-422,32.7,6.54,-88.10020877,-86.7348643,0.01549763,0,0,0,1
Player 690,478,-152.89,13.58,2.716,-31.98535565,-31.41715481,0.017764406,0,0,0,1
Player 691,477,-21.6,39.57,7.914,-4.528301887,-2.86918239,0.366388889,0,0,0,1
Player 692,476,194.45,34.2,6.84,40.85084034,42.28781513,0.035176138,1,1,1,1
Player 693,475,562.37,115.31,23.062,118.3936842,123.2488421,0.041008589,1,1,1,1
Player 694,474,-307.02,17.83,3.566,-64.7721519,-64.01983122,0.011614879,0,0,0,1
Player 695,473,-71.16,41.8,8.36,-15.04439746,-13.2769556,0.117481731,0,0,0,1
Player 696,472,-907.09,26.23,5.246,-192.1800847,-191.0686441,0.005783329,0,0,0,1
Player 697,472,-495.76,95.2,19.04,-105.0338983,-101,0.03840568,0,0,0,1
Player 698,471,-495.82,41.13,8.226,-105.2696391,-103.5231423,0.016590698,0,0,0,1
Player 699,470,30.81,21.55,4.31,6.555319149,7.472340426,0.139889646,1,1,1,1
Player 700,470,-329.48,86.47,17.294,-70.10212766,-66.42255319,0.05248877,0,0,0,1
Player 701,469,-189.82,32.75,6.55,-40.47334755,-39.07675906,0.034506375,0,0,0,1
Player 702,468,-158.18,34.94,6.988,-33.7991453,-32.30598291,0.044177519,0,0,0,1
Player 703,467,-113.01,109.24,21.848,-24.19914347,-19.52077088,0.193328024,0,0,0,1
Player 704,466,-196.06,28.97,5.794,-42.07296137,-40.82961373,0.029552178,0,0,0,1
Player 705,465,-556.36,35.82,7.164,-119.6473118,-118.1066667,0.012876554,0,0,0,1
Player 706,464,-289.76,36.57,7.314,-62.44827586,-60.87198276,0.025241579,0,0,0,1
Player 707,463,-265.76,38.04,7.608,-57.39956803,-55.75637149,0.028627333,0,0,0,1
Player 708,463,-91.17,25.97,5.194,-19.69114471,-18.56933045,0.056970495,0,0,0,1
Player 709,462,474.37,105.23,21.046,102.6774892,107.2329004,0.044366211,1,1,1,1
Player 710,461,-5.98,41.53,8.306,-1.297180043,0.504555315,1.388963211,0,1,1,1
Player 711,460,-681.4,67.45,13.49,-148.1304348,-145.1978261,0.019797476,0,0,0,1
Player 712,459,61.93,37.91,7.582,13.49237473,15.14422658,0.122428548,1,1,1,1
Player 713,459,-301.33,73.68,14.736,-65.64923747,-62.43877996,0.048903196,0,0,0,1
Player 714,458,-73.03,36.91,7.382,-15.94541485,-14.33362445,0.101081748,0,0,0,1
Player 715,457,5.55,72.25,14.45,1.214442013,4.376367615,2.603603604,1,1,1,1
Player 716,456,-85.55,85.42,17.084,-18.76096491,-15.01447368,0.199696084,0,0,0,1
Player 717,456,-402.31,53.17,10.634,-88.22587719,-85.89385965,0.026432353,0,0,0,1
Player 718,455,-507.12,17.81,3.562,-111.4549451,-110.6720879,0.007023979,0,0,0,1
Player 719,454,-133.87,75.71,15.142,-29.48678414,-26.15154185,0.113109733,0,0,0,1
Player 720,453,-206.26,29.48,5.896,-45.53200883,-44.23046358,0.028585281,0,0,0,1
Player 721,453,-210.61,43.21,8.642,-46.49227373,-44.58454746,0.041033189,0,0,0,1
Player 722,452,-183.2,61.58,12.316,-40.53097345,-37.80619469,0.067227074,0,0,0,1
Player 723,451,-245.08,71.34,14.268,-54.34146341,-51.17782705,0.058217725,0,0,0,1
Player 724,450,51.13,52.95,10.59,11.36222222,13.71555556,0.207119109,1,1,1,1
Player 725,449,-189.87,25.91,5.182,-42.28730512,-41.13318486,0.027292358,0,0,0,1
Player 726,449,-90.3,44.74,8.948,-20.11135857,-18.11848552,0.099091916,0,0,0,1
Player 727,448,-264.14,34.91,6.982,-58.95982143,-57.40133929,0.026432952,0,0,0,1
Player 728,447,-273.31,55.2,11.04,-61.14317673,-58.67337808,0.040393692,0,0,0,1
Player 729,447,-131.67,73.53,14.706,-29.45637584,-26.16644295,0.111688312,0,0,0,1
Player 730,446,-366.36,80.81,16.162,-82.14349776,-78.51973094,0.044115078,0,0,0,1
Player 731,445,-157.26,31.01,6.202,-35.33932584,-33.94561798,0.039437873,0,0,0,1
Player 732,444,-37.41,25.09,5.018,-8.425675676,-7.295495495,0.134135258,0,0,0,1
Player 733,443,-63.47,61.01,12.202,-14.32731377,-11.57291196,0.192248307,0,0,0,1
Player 734,443,-14.97,28.03,5.606,-3.379232506,-2.113769752,0.374482298,0,0,0,1
Player 735,442,108.01,53.85,10.77,24.43665158,26.87330317,0.09971299,1,1,1,1
Player 736,441,-143.89,31.69,6.338,-32.62811791,-31.19092971,0.044047536,0,0,0,1
Player 737,441,-306.33,43.42,8.684,-69.46258503,-67.49342404,0.028348513,0,0,0,1
Player 738,440,-46.39,59.06,11.812,-10.54318182,-7.858636364,0.254623841,0,0,0,1
Player 739,439,-464.53,85.36,17.072,-105.8154897,-101.9266515,0.036751124,0,0,0,1
Player 740,438,188.27,58.16,11.632,42.98401826,45.63972603,0.061783609,1,1,1,1
Player 741,438,128.89,46.06,9.212,29.42694064,31.53013699,0.071471798,1,1,1,1
Player 742,437,-197.75,38.31,7.662,-45.25171625,-43.49839817,0.038745891,0,0,0,1
Player 743,436,-81.29,28.09,5.618,-18.64449541,-17.3559633,0.069110592,0,0,0,1
Player 744,435,-156.49,31.08,6.216,-35.97471264,-34.54574713,0.039721388,0,0,0,1
