Player,Hands,Result,RakePaid,1kRakeback,5kRakeback,>5kRakeback,Cumulative,winrate,Rbwinrate,rbeffect,Reg,PlayerType,RBReg,RB_PlayerType
Player 1,298644,2285.47,17668.05,100,1000,5067.22,6167.22,0.76528241,2.830356545,2.698447147,1,1,1,1
Player 2,232879,4353.83,14217.46,100,1000,3686.984,4786.98,1.869567458,3.925132794,1.099487118,1,1,1,1
Player 3,207342,1398.22,15216.04,100,1000,4086.416,5186.42,0.674354448,3.175738635,3.709301827,1,1,1,1
Player 4,183272,5522.98,10412.41,100,1000,2164.964,3264.96,3.013542712,4.795025972,0.591159121,1,1,1,1
Player 5,164829,5251.84,10028.26,100,1000,2011.304,3111.3,3.186235432,5.073828028,0.592420942,1,1,1,1
Player 6,151340,-4219.88,9521.62,100,1000,1808.648,2908.65,-2.788344126,-0.866413374,0.689273155,0,0,0,0
Player 7,135260,-1266.09,8013.54,100,1000,1205.416,2305.42,-0.936041697,0.768394204,1.820897409,0,0,1,1
Player 8,121810,619.81,6077.25,100,1000,430.9,1530.9,0.508833429,1.765626796,2.469950469,1,1,1,1
Player 9,116073,7424.76,7549.29,100,1000,1019.716,2119.72,6.396629707,8.222825291,0.285493403,1,1,1,1
Player 10,105798,-3341.22,9304.83,100,1000,1721.932,2821.93,-3.15811263,-0.490831585,0.844580722,0,0,0,0
Player 11,100012,-5441.75,7927.77,100,1000,1171.108,2271.11,-5.441097068,-3.170259569,0.417349198,0,0,0,0
Player 12,96065,2772.77,5535.16,100,1000,214.064,1314.06,2.886347785,4.254234112,0.473915976,1,1,1,1
Player 13,90754,4721.63,6419.24,100,1000,567.696,1667.7,5.202668753,7.040273707,0.353204296,1,1,1,1
Player 14,86538,1525.43,7394.05,100,1000,957.62,2057.62,1.762728512,4.140435416,1.348878677,1,1,1,1
Player 15,79122,-517.63,4876.82,100,969.205,0,1069.21,-0.654217537,0.697125957,2.065587389,0,0,1,1
Player 16,76695,1696.39,5264.79,100,1000,105.916,1205.92,2.21186518,3.784223222,0.710874268,1,1,1,1
Player 17,73433,3146.97,5034.48,100,1000,13.792,1113.79,4.285498345,5.802241499,0.353924569,1,1,1,1
Player 18,71864,2326.6,3929.21,100,732.3025,0,832.3,3.237504175,4.395664032,0.357732313,1,1,1,1
Player 19,68261,3910.44,5196.63,100,1000,78.652,1178.65,5.728659117,7.455340531,0.301411094,1,1,1,1
Player 20,65556,-2377.63,4275.9,100,818.975,0,918.98,-3.626868631,-2.225044237,0.386510937,0,0,0,0
Player 21,63089,1178.42,3157.23,100,539.3075,0,639.31,1.867869201,2.881215426,0.542514553,1,1,1,1
Player 22,60852,-3250.43,3364.31,100,591.0775,0,691.08,-5.341533557,-4.20586012,0.21261187,0,0,0,0
Player 23,58842,-1210.19,2852.15,100,463.0375,0,563.04,-2.056677203,-1.09980966,0.465249258,0,0,0,0
Player 24,56292,2842.61,3677.06,100,669.265,0,769.27,5.049758403,6.416329141,0.270621014,1,1,1,1
Player 25,52616,-1696.51,2234.27,100,308.5675,0,408.57,-3.2243234,-2.447810552,0.240829703,0,0,0,0
Player 26,50466,-134.98,2494.44,100,373.61,0,473.61,-0.267467206,0.671006222,3.508742036,0,0,1,1
Player 27,48721,283.13,3213.46,100,553.365,0,653.37,0.581125182,1.922169085,2.307667856,1,1,1,1
Player 28,45514,142.67,2417.76,100,354.44,0,454.44,0.313463989,1.311926001,3.185252681,1,1,1,1
Player 29,43122,368.82,2463.98,100,365.995,0,466,0.855294281,1.935949167,1.263488965,1,1,1,1
Player 30,41035,-116.92,2429.87,100,357.4675,0,457.47,-0.284927501,0.829901304,3.912675334,0,0,1,1
Player 31,39810,24.72,2168.08,100,292.02,0,392.02,0.062094951,1.046822406,15.85841424,1,1,1,1
Player 32,38196,858.19,1890.62,100,222.655,0,322.66,2.246805948,3.091554089,0.375977348,1,1,1,1
Player 33,37368,1022.41,2481.5,100,370.375,0,470.38,2.736057589,3.994835153,0.460069835,1,1,1,1
Player 34,35985,1880.7,2283.69,100,320.9225,0,420.92,5.22634431,6.396053911,0.223810283,1,1,1,1
Player 35,34604,1700.68,2627.84,100,406.96,0,506.96,4.914691943,6.379724887,0.298092528,1,1,1,1
Player 36,32973,-1486.21,2146.77,100,286.6925,0,386.69,-4.507354502,-3.334607103,0.260185304,0,0,0,0
Player 37,31417,984.99,1733.03,100,183.2575,0,283.26,3.135213419,4.036827195,0.287576524,1,1,1,1
Player 38,30501,-206.97,2077.17,100,269.2925,0,369.29,-0.678567916,0.532179273,1.784268251,0,0,1,1
Player 39,29784,3791.29,2322.39,100,330.5975,0,430.6,12.72928418,14.17502686,0.113576118,1,1,1,1
Player 40,28696,1211.83,1609.98,100,152.495,0,252.5,4.222992752,5.102906328,0.208362559,1,1,1,1
Player 41,27449,-5070.64,2008.57,100,252.1425,0,352.14,-18.47294983,-17.19006157,0.069446855,0,0,0,0
Player 42,26615,4943.92,2155.35,100,288.8375,0,388.84,18.5756904,20.03667105,0.07865014,1,1,1,1
Player 43,25598,-1855.35,2586.4,100,396.6,0,496.6,-7.24802719,-5.308031877,0.267658393,0,0,0,0
Player 44,24577,890.9,1461.64,100,115.41,0,215.41,3.624933881,4.501403751,0.241789202,1,1,1,1
Player 45,23812,-786.11,1133.33,100,33.3325,0,133.33,-3.301318663,-2.741390895,0.169607307,0,0,0,0
Player 46,23142,-749.83,1237.83,100,59.4575,0,159.46,-3.240126178,-2.551075966,0.212661537,0,0,0,0
Player 47,22806,175.65,1649.88,100,162.47,0,262.47,0.770192055,1.921073402,1.494278395,1,1,1,1
Player 48,22143,1235.52,1711.31,100,177.8275,0,277.83,5.579731744,6.834439778,0.224868881,1,1,1,1
Player 49,21356,-1611.19,1091.47,100,22.8675,0,122.87,-7.544437161,-6.969095336,0.076260404,0,0,0,0
Player 50,20442,-2917.42,1908.61,100,227.1525,0,327.15,-14.27169553,-12.67131396,0.112136751,0,0,0,0
Player 51,19638,-1848.01,1154.89,100,38.7225,0,138.72,-9.410377839,-8.70399226,0.075064529,0,0,0,0
Player 52,18920,-1704.9,1391.09,100,97.7725,0,197.77,-9.011099366,-7.965803383,0.116000938,0,0,0,0
Player 53,18322,-636.06,1451.18,100,112.795,0,212.8,-3.47156424,-2.310118983,0.334559633,0,0,0,0
Player 54,17657,719.04,1541.71,100,135.4275,0,235.43,4.072265957,5.405618168,0.327422675,1,1,1,1
Player 55,17418,-984.81,1020.62,100,5.155,0,105.16,-5.653978643,-5.050235389,0.106782019,0,0,0,0
Player 56,16833,-315.37,1112.64,100,28.16,0,128.16,-1.873522248,-1.112160637,0.406379808,0,0,0,0
Player 57,16451,-862.1,899.23,89.923,0,0,89.92,-5.240410917,-4.693818005,0.104303445,0,0,0,0
Player 58,15894,-995.13,546.46,54.646,0,0,54.65,-6.261041903,-5.91720146,0.054917448,0,0,0,0
Player 59,15269,797.23,998.45,99.845,0,0,99.85,5.221232563,5.875171917,0.125246165,1,1,1,1
Player 60,14919,-546.77,669.03,66.903,0,0,66.9,-3.664923923,-3.216502447,0.122354921,0,0,0,0
Player 61,14550,-112.81,1008.57,100,2.1425,0,102.14,-0.77532646,-0.073333333,0.905416187,0,0,0,0
Player 62,13917,340.85,960.67,96.067,0,0,96.07,2.449162894,3.139469713,0.281854188,1,1,1,1
Player 63,13515,-1470.95,789.73,78.973,0,0,78.97,-10.88383278,-10.29951905,0.053686393,0,0,0,0
Player 64,13161,693.25,796.69,79.669,0,0,79.67,5.26745688,5.872806018,0.114922467,1,1,1,1
Player 65,12889,-1491.6,1112.34,100,28.085,0,128.09,-11.57265886,-10.5788657,0.085874229,0,0,0,0
Player 66,12438,869.53,1036.72,100,9.18,0,109.18,6.990914938,7.868708796,0.125562085,1,1,1,1
Player 67,12212,-3283.08,608.17,60.817,0,0,60.82,-26.88404848,-26.38601376,0.018525287,0,0,0,0
Player 68,11830,-2776.65,1343.94,100,85.985,0,185.99,-23.47125951,-21.89907016,0.066983595,0,0,0,0
Player 69,11621,296.14,873.35,87.335,0,0,87.34,2.548317701,3.299888134,0.294928075,1,1,1,1
Player 70,11417,752.51,1126.37,100,31.5925,0,131.59,6.591136025,7.743715512,0.174868108,1,1,1,1
Player 71,11205,897.89,759.6,75.96,0,0,75.96,8.013297635,8.691209282,0.084598336,1,1,1,1
Player 72,10753,-514.9,567.51,56.751,0,0,56.75,-4.788431135,-4.260671441,0.110215576,0,0,0,0
Player 73,10505,495.22,696.56,69.656,0,0,69.66,4.714136126,5.377248929,0.140664755,1,1,1,1
Player 74,10304,320.93,596.41,59.641,0,0,59.64,3.114615683,3.693420031,0.185834917,1,1,1,1
Player 75,10020,-2169.67,755.52,75.552,0,0,75.55,-21.65339321,-20.8994012,0.034820964,0,0,0,0
Player 76,9771,-1081.77,981.96,98.196,0,0,98.2,-11.07123119,-10.06621635,0.090777152,0,0,0,0
Player 77,9556,-143.45,636.27,63.627,0,0,63.63,-1.501151109,-0.835286731,0.443569188,0,0,0,0
Player 78,9394,-1004.48,652.16,65.216,0,0,65.22,-10.69278263,-9.998509687,0.064929118,0,0,0,0
Player 79,9277,-1012.38,727.22,72.722,0,0,72.72,-10.91279508,-10.12892099,0.071830735,0,0,0,0
Player 80,9047,-272.85,641.7,64.17,0,0,64.17,-3.015916879,-2.306620979,0.235184167,0,0,0,0
Player 81,8910,-1371.81,497.26,49.726,0,0,49.73,-15.3962963,-14.83815937,0.036251376,0,0,0,0
Player 82,8788,280.37,567.32,56.732,0,0,56.73,3.190373236,3.835912608,0.202339765,1,1,1,1
Player 83,8518,-51.76,427.6,42.76,0,0,42.76,-0.607654379,-0.105658605,0.826120556,0,0,0,0
Player 84,8316,-1986.4,841.98,84.198,0,0,84.2,-23.88648389,-22.87397787,0.04238824,0,0,0,0
Player 85,8165,-1054.49,467.74,46.774,0,0,46.77,-12.91475811,-12.34194734,0.044353194,0,0,0,0
Player 86,7971,693.89,608.09,60.809,0,0,60.81,8.705181282,9.46807176,0.087636369,1,1,1,1
Player 87,7766,-268.88,409.62,40.962,0,0,40.96,-3.46227144,-2.934844193,0.152335614,0,0,0,0
Player 88,7647,-142.77,344.89,34.489,0,0,34.49,-1.867006669,-1.415980123,0.241577362,0,0,0,0
Player 89,7610,-544.22,391.88,39.188,0,0,39.19,-7.151379763,-6.636399474,0.072011319,0,0,0,0
Player 90,7486,-5888.73,1062.12,100,15.53,0,115.53,-78.66323804,-77.11995725,0.019618831,0,0,0,0
Player 91,7314,-75.65,385.71,38.571,0,0,38.57,-1.034317747,-0.506972929,0.509847984,0,0,0,0
Player 92,7137,-1026.69,488.87,48.887,0,0,48.89,-14.38545607,-13.70043436,0.047619048,0,0,0,0
Player 93,7013,1399.97,480.47,48.047,0,0,48.05,19.96249822,20.64765436,0.034322164,1,1,1,1
Player 94,6926,-1056.97,390.78,39.078,0,0,39.08,-15.26090095,-14.6966503,0.036973613,0,0,0,0
Player 95,6852,-2212.44,645.72,64.572,0,0,64.57,-32.28896673,-31.34661413,0.029184972,0,0,0,0
Player 96,6748,-1435.42,333.83,33.383,0,0,33.38,-21.27178423,-20.77711915,0.023254518,0,0,0,0
Player 97,6671,77.52,402.44,40.244,0,0,40.24,1.162044671,1.765252586,0.519091847,1,1,1,1
Player 98,6513,-1018.69,439.34,43.934,0,0,43.93,-15.6408721,-14.96637494,0.043124012,0,0,0,0
Player 99,6421,-1386.69,563,56.3,0,0,56.3,-21.59616882,-20.71935836,0.040600278,0,0,0,0
Player 100,6293,-690.07,304.91,30.491,0,0,30.49,-10.96567615,-10.48116955,0.044183923,0,0,0,0
Player 101,6188,-433.8,432.16,43.216,0,0,43.22,-7.010342599,-6.311893988,0.099631166,0,0,0,0
Player 102,6070,-928.92,297.52,29.752,0,0,29.75,-15.30345964,-14.81334432,0.032026439,0,0,0,0
Player 103,5963,-1020.29,436.99,43.699,0,0,43.7,-17.11034714,-16.37749455,0.04283096,0,0,0,0
Player 104,5812,-564.18,399.76,39.976,0,0,39.98,-9.707157605,-9.019270475,0.070863909,0,0,0,0
Player 105,5717,-134.7,388.92,38.892,0,0,38.89,-2.356130838,-1.675878957,0.288715664,0,0,0,0
Player 106,5654,-564.04,286.73,28.673,0,0,28.67,-9.975946233,-9.468871595,0.050829728,0,0,0,0
Player 107,5597,77.15,250.98,25.098,0,0,25.1,1.378417009,1.826871538,0.325340246,1,1,1,1
Player 108,5545,18.34,353.45,35.345,0,0,35.35,0.330748422,0.968259693,1.927480916,1,1,1,1
Player 109,5478,-1528.42,268.33,26.833,0,0,26.83,-27.90105878,-27.41128149,0.017554075,0,0,0,0
Player 110,5325,569.12,391.63,39.163,0,0,39.16,10.68769953,11.42309859,0.068807984,1,1,1,1
Player 111,5271,-294.52,340.46,34.046,0,0,34.05,-5.587554544,-4.941567065,0.115611843,0,0,0,0
Player 112,5220,1026.03,431.47,43.147,0,0,43.15,19.65574713,20.48237548,0.042055301,1,1,1,1
Player 113,5169,-1668.26,403.57,40.357,0,0,40.36,-32.27432772,-31.49351906,0.024192872,0,0,0,0
Player 114,5113,-952.44,481.87,48.187,0,0,48.19,-18.62781146,-17.68531195,0.050596363,0,0,0,0
Player 115,5030,-224.97,336.63,33.663,0,0,33.66,-4.472564612,-3.803379722,0.149619949,0,0,0,0
Player 116,4977,1050.05,287.47,28.747,0,0,28.75,21.09805103,21.67570826,0.027379649,1,1,1,1
Player 117,4932,-751.51,391.31,39.131,0,0,39.13,-15.23742903,-14.44403893,0.052068502,0,0,0,0
Player 118,4859,-20.15,326.9,32.69,0,0,32.69,-0.414694382,0.258077794,1.622332506,0,0,1,1
Player 119,4755,-750.33,416.79,41.679,0,0,41.68,-15.77981073,-14.90325973,0.055548892,0,0,0,0
Player 120,4674,-618.4,363.27,36.327,0,0,36.33,-13.23063757,-12.45335901,0.058748383,0,0,0,0
Player 121,4595,-63.24,574.41,57.441,0,0,57.44,-1.376278564,-0.126224157,0.908285895,0,0,0,0
Player 122,4533,-1819.46,430.1,43.01,0,0,43.01,-40.13809839,-39.18927862,0.023638882,0,0,0,0
Player 123,4493,-1685.07,322.14,32.214,0,0,32.21,-37.50434008,-36.78744714,0.019114933,0,0,0,0
Player 124,4464,-557.33,297.5,29.75,0,0,29.75,-12.48499104,-11.81854839,0.053379506,0,0,0,0
Player 125,4419,-1404.35,560.09,56.009,0,0,56.01,-31.77981444,-30.51233311,0.03988322,0,0,0,0
Player 126,4322,-55.36,976.97,97.697,0,0,97.7,-1.280888478,0.979639056,1.764812139,0,0,1,1
Player 127,4269,-847.53,340.76,34.076,0,0,34.08,-19.8531272,-19.05481377,0.040210966,0,0,0,0
Player 128,4220,-786.88,514.27,51.427,0,0,51.43,-18.6464455,-17.42772512,0.065359394,0,0,0,0
Player 129,4172,-202.96,306.54,30.654,0,0,30.65,-4.864813039,-4.130153404,0.151014978,0,0,0,0
Player 130,4153,366.28,419.05,41.905,0,0,41.91,8.819648447,9.828798459,0.114420662,1,1,1,1
Player 131,4099,562.69,272.86,27.286,0,0,27.29,13.72749451,14.39326665,0.048499174,1,1,1,1
Player 132,4073,-121.21,213.18,21.318,0,0,21.32,-2.975939111,-2.452492021,0.175893078,0,0,0,0
Player 133,4034,160.16,250.48,25.048,0,0,25.05,3.970252851,4.591224591,0.156406094,1,1,1,1
Player 134,4001,-318.03,298.52,29.852,0,0,29.85,-7.948762809,-7.202699325,0.09385907,0,0,0,0
Player 135,3980,-53.11,294.2,29.42,0,0,29.42,-1.334422111,-0.595226131,0.553944643,0,0,0,0
Player 136,3955,149.45,245.29,24.529,0,0,24.53,3.778761062,4.398988622,0.164135162,1,1,1,1
Player 137,3919,366.21,215.05,21.505,0,0,21.51,9.344475632,9.893340138,0.05873679,1,1,1,1
Player 138,3876,-654.8,337.04,33.704,0,0,33.7,-16.89370485,-16.02425181,0.051466097,0,0,0,0
Player 139,3831,-211.48,193.37,19.337,0,0,19.34,-5.520229705,-5.015400679,0.091450728,0,0,0,0
Player 140,3783,909.69,299.18,29.918,0,0,29.92,24.04678826,24.83769495,0.032890325,1,1,1,1
Player 141,3744,-763.86,354.8,35.48,0,0,35.48,-20.40224359,-19.45459402,0.046448302,0,0,0,0
Player 142,3707,-1469.23,355.22,35.522,0,0,35.52,-39.6339358,-38.67574858,0.024175929,0,0,0,0
Player 143,3673,225.87,234.62,23.462,0,0,23.46,6.149469099,6.788184046,0.103865055,1,1,1,1
Player 144,3627,28.64,133.8,13.38,0,0,13.38,0.789633306,1.158533223,0.467178771,1,1,1,1
Player 145,3590,-30.95,422.07,42.207,0,0,42.21,-0.862116992,0.313649025,1.363812601,0,0,1,1
Player 146,3570,-388.26,208.71,20.871,0,0,20.87,-10.87563025,-10.29103641,0.05375264,0,0,0,0
Player 147,3508,-869.19,83.68,8.368,0,0,8.37,-24.77736602,-24.53876853,0.009629655,0,0,0,0
Player 148,3479,954.07,277.79,27.779,0,0,27.78,27.42368497,28.22219028,0.02911736,1,1,1,1
Player 149,3441,18.48,228.3,22.83,0,0,22.83,0.537053182,1.200523104,1.23538961,1,1,1,1
Player 150,3412,-987.65,473.89,47.389,0,0,47.39,-28.94636577,-27.55744431,0.047982585,0,0,0,0
Player 151,3390,-1069.26,235.97,23.597,0,0,23.6,-31.54159292,-30.84542773,0.022071339,0,0,0,0
Player 152,3358,-664.29,189.41,18.941,0,0,18.94,-19.7823109,-19.21828469,0.028511644,0,0,0,0
Player 153,3329,-1775.06,409.89,40.989,0,0,40.99,-53.32111745,-52.08981676,0.023092177,0,0,0,0
Player 154,3287,-429.33,226.45,22.645,0,0,22.65,-13.06145421,-12.37237603,0.052756621,0,0,0,0
Player 155,3260,-309.59,220.13,22.013,0,0,22.01,-9.496625767,-8.821472393,0.071094028,0,0,0,0
Player 156,3246,-551.28,151.11,15.111,0,0,15.11,-16.98336414,-16.51786815,0.027408939,0,0,0,0
Player 157,3228,-1056.46,230.9,23.09,0,0,23.09,-32.72800496,-32.01270136,0.02185601,0,0,0,0
Player 158,3201,113.81,331.89,33.189,0,0,33.19,3.555451421,4.592314902,0.291626395,1,1,1,1
Player 159,3171,-839.96,170.79,17.079,0,0,17.08,-26.48880479,-25.95017345,0.020334302,0,0,0,0
Player 160,3147,-273.37,187.85,18.785,0,0,18.79,-8.686685732,-8.089609152,0.068734682,0,0,0,0
Player 161,3120,-337.69,186.23,18.623,0,0,18.62,-10.82339744,-10.22660256,0.055139329,0,0,0,0
Player 162,3071,-187.89,189.75,18.975,0,0,18.98,-6.11820254,-5.500162813,0.101016552,0,0,0,0
Player 163,3060,-553.9,306.45,30.645,0,0,30.65,-18.10130719,-17.0996732,0.055334898,0,0,0,0
Player 164,3038,576.17,306.56,30.656,0,0,30.66,18.96543779,19.97465438,0.053213461,1,1,1,1
Player 165,3016,-2992.11,419.48,41.948,0,0,41.95,-99.20789125,-97.81697613,0.014020206,0,0,0,0
Player 166,2980,-663.38,307.62,30.762,0,0,30.76,-22.26107383,-21.22885906,0.046368597,0,0,0,0
Player 167,2964,-454.72,167.6,16.76,0,0,16.76,-15.3414305,-14.77597841,0.036857847,0,0,0,0
Player 168,2941,-453.31,164.5,16.45,0,0,16.45,-15.41346481,-14.85413125,0.036288633,0,0,0,0
Player 169,2904,64.85,224.36,22.436,0,0,22.44,2.233126722,3.005853994,0.346029298,1,1,1,1
Player 170,2881,-253.43,216.69,21.669,0,0,21.67,-8.796598403,-8.044429018,0.085506846,0,0,0,0
Player 171,2859,-489.82,160.12,16.012,0,0,16.01,-17.13256383,-16.57257782,0.032685476,0,0,0,0
Player 172,2840,-705.51,395.12,39.512,0,0,39.51,-24.84190141,-23.45070423,0.056002041,0,0,0,0
Player 173,2819,756.7,205.73,20.573,0,0,20.57,26.84285208,27.57254346,0.027183825,1,1,1,1
Player 174,2801,-1764.56,363.04,36.304,0,0,36.3,-62.99750089,-61.70153517,0.020571701,0,0,0,0
Player 175,2772,-16.41,184.16,18.416,0,0,18.42,-0.591991342,0.072510823,1.122486289,0,0,1,1
Player 176,2753,-559.06,183.65,18.365,0,0,18.37,-20.30730113,-19.64002906,0.032858727,0,0,0,0
Player 177,2743,-1250.34,181.11,18.111,0,0,18.11,-45.58293839,-44.92271236,0.01448406,0,0,0,0
Player 178,2731,-1241.78,299.47,29.947,0,0,29.95,-45.46979129,-44.3731234,0.024118604,0,0,0,0
Player 179,2698,308.73,279.15,27.915,0,0,27.92,11.44292068,12.4777613,0.090435008,1,1,1,1
Player 180,2672,485.89,285.76,28.576,0,0,28.58,18.18450599,19.25411677,0.058819898,1,1,1,1
Player 181,2663,-826.16,99.35,9.935,0,0,9.94,-31.02365753,-30.65039429,0.012031568,0,0,0,0
Player 182,2629,-431.61,197.62,19.762,0,0,19.76,-16.41726892,-15.66565234,0.045782072,0,0,0,0
Player 183,2614,-878.23,291.67,29.167,0,0,29.17,-33.59716909,-32.48125478,0.033214534,0,0,0,0
Player 184,2605,420.84,191.67,19.167,0,0,19.17,16.15508637,16.89097889,0.045551754,1,1,1,1
Player 185,2578,-46.34,155.21,15.521,0,0,15.52,-1.797517455,-1.195500388,0.334915839,0,0,0,0
Player 186,2558,282.62,154.22,15.422,0,0,15.42,11.04847537,11.65129007,0.054560894,1,1,1,1
Player 187,2532,-868.93,257.5,25.75,0,0,25.75,-34.31793049,-33.30094787,0.029634148,0,0,0,0
Player 188,2522,-749.08,297.02,29.702,0,0,29.7,-29.70182395,-28.52418715,0.039648636,0,0,0,0
Player 189,2508,-97.31,137.6,13.76,0,0,13.76,-3.879984051,-3.331339713,0.141403761,0,0,0,0
